CME,t0,dt0,pa,da,v,dv,minv,maxv,halo?,datetime
"<a href=""CME0009/CME.html"" target=""_blank"" >0009</a>",2025/05/04 09:24,01,252,006,0424,0062,0353,0488,,2025-05-04 09:24:00
"<a href=""CME0008/CME.html"" target=""_blank"" >0008</a>",2025/05/04 08:00,01,094,018,0322,0089,0279,0504,,2025-05-04 08:00:00
"<a href=""CME0007/CME.html"" target=""_blank"" >0007</a>",2025/05/03 17:36,01,245,008,0400,0649,0168,1644,,2025-05-03 17:36:00
"<a href=""CME0006/CME.html"" target=""_blank"" >0006</a>",2025/05/03 17:36,00,253,016,0465,0156,0285,0752,,2025-05-03 17:36:00
"<a href=""CME0005/CME.html"" target=""_blank"" >0005</a>",2025/05/02 09:12,02,123,012,0556,0271,0381,1116,,2025-05-02 09:12:00
"<a href=""CME0004/CME.html"" target=""_blank"" >0004</a>",2025/05/02 02:24,01,089,016,0306,0101,0235,0466,,2025-05-02 02:24:00
"<a href=""CME0003/CME.html"" target=""_blank"" >0003</a>",2025/05/01 18:24,01,092,014,0338,0084,0202,0446,,2025-05-01 18:24:00
"<a href=""CME0002/CME.html"" target=""_blank"" >0002</a>",2025/05/01 15:12,01,237,016,0180,0034,0141,0260,,2025-05-01 15:12:00
"<a href=""CME0001/CME.html"" target=""_blank"" >0001</a>",2025/05/01 09:12,01,232,014,0812,0107,0600,0919,,2025-05-01 09:12:00
"<a href=""Flow0028/CME.html"" target=""_blank"" >0028</a>",2025/05/31 16:12,00,081,008,0459,0000,0459,0459,,2025-05-31 16:12:00
"<a href=""Flow0027/CME.html"" target=""_blank"" >0027</a>",2025/05/31 08:00,01,088,010,0632,0055,0558,0726,,2025-05-31 08:00:00
"<a href=""Flow0026/CME.html"" target=""_blank"" >0026</a>",2025/05/27 14:00,02,067,008,0270,0017,0247,0297,,2025-05-27 14:00:00
"<a href=""Flow0025/CME.html"" target=""_blank"" >0025</a>",2025/05/25 21:36,03,266,022,0463,0791,0181,1736,,2025-05-25 21:36:00
"<a href=""Flow0024/CME.html"" target=""_blank"" >0024</a>",2025/05/22 03:36,01,353,008,0145,0000,0145,0145,,2025-05-22 03:36:00
"<a href=""Flow0023/CME.html"" target=""_blank"" >0023</a>",2025/05/22 01:48,02,357,008,0208,0048,0115,0247,,2025-05-22 01:48:00
"<a href=""Flow0022/CME.html"" target=""_blank"" >0022</a>",2025/05/21 22:00,02,009,020,0135,0033,0100,0210,,2025-05-21 22:00:00
"<a href=""Flow0021/CME.html"" target=""_blank"" >0021</a>",2025/05/21 16:12,02,076,310,1953,0000,1953,1953,IV,2025-05-21 16:12:00
"<a href=""Flow0020/CME.html"" target=""_blank"" >0020</a>",2025/05/19 17:00,01,065,012,0378,0106,0234,0508,,2025-05-19 17:00:00
"<a href=""Flow0019/CME.html"" target=""_blank"" >0019</a>",2025/05/19 06:00,01,339,012,0453,0052,0369,0504,,2025-05-19 06:00:00
"<a href=""Flow0018/CME.html"" target=""_blank"" >0018</a>",2025/05/19 04:12,04,296,070,0248,0067,0123,0322,,2025-05-19 04:12:00
"<a href=""Flow0017/CME.html"" target=""_blank"" >0017</a>",2025/05/14 12:48,01,110,006,0250,0117,0189,0473,,2025-05-14 12:48:00
"<a href=""Flow0016/CME.html"" target=""_blank"" >0016</a>",2025/05/14 12:24,01,041,036,0828,0283,0411,1498,,2025-05-14 12:24:00
"<a href=""Flow0015/CME.html"" target=""_blank"" >0015</a>",2025/05/13 20:24,01,277,020,0197,0156,0114,0512,,2025-05-13 20:24:00
"<a href=""Flow0014/CME.html"" target=""_blank"" >0014</a>",2025/05/13 19:24,01,048,018,0322,0166,0127,0578,,2025-05-13 19:24:00
"<a href=""Flow0013/CME.html"" target=""_blank"" >0013</a>",2025/05/13 19:12,01,008,006,0121,0041,0105,0202,,2025-05-13 19:12:00
"<a href=""Flow0012/CME.html"" target=""_blank"" >0012</a>",2025/05/13 18:54,01,270,010,0419,0049,0363,0488,,2025-05-13 18:54:00
"<a href=""Flow0011/CME.html"" target=""_blank"" >0011</a>",2025/05/11 18:24,00,346,010,0306,0040,0271,0381,,2025-05-11 18:24:00
"<a href=""Flow0010/CME.html"" target=""_blank"" >0010</a>",2025/05/08 20:12,01,262,006,0330,0000,0330,0330,,2025-05-08 20:12:00
"<a href=""Flow0009/CME.html"" target=""_blank"" >0009</a>",2025/05/08 05:12,01,214,006,0155,0053,0142,0261,,2025-05-08 05:12:00
"<a href=""Flow0008/CME.html"" target=""_blank"" >0008</a>",2025/05/08 03:12,01,046,010,0132,0017,0126,0164,,2025-05-08 03:12:00
"<a href=""Flow0007/CME.html"" target=""_blank"" >0007</a>",2025/05/08 01:54,01,029,008,0258,0012,0236,0267,,2025-05-08 01:54:00
"<a href=""Flow0006/CME.html"" target=""_blank"" >0006</a>",2025/05/07 09:36,01,011,012,0133,0019,0110,0170,,2025-05-07 09:36:00
"<a href=""Flow0005/CME.html"" target=""_blank"" >0005</a>",2025/05/07 08:24,01,014,006,0117,0028,0100,0169,,2025-05-07 08:24:00
"<a href=""Flow0004/CME.html"" target=""_blank"" >0004</a>",2025/05/06 22:36,03,331,016,0637,0367,0139,1249,,2025-05-06 22:36:00
"<a href=""Flow0003/CME.html"" target=""_blank"" >0003</a>",2025/05/06 22:00,00,332,010,0240,0037,0199,0312,,2025-05-06 22:00:00
"<a href=""Flow0002/CME.html"" target=""_blank"" >0002</a>",2025/05/05 16:00,01,030,010,0274,0038,0242,0355,,2025-05-05 16:00:00
"<a href=""Flow0001/CME.html"" target=""_blank"" >0001</a>",2025/05/04 11:24,01,108,010,0226,0008,0217,0240,,2025-05-04 11:24:00
"<a href=""CME0116/CME.html"" target=""_blank"" >0116</a>",2025/06/24 18:48,01,262,014,0781,0100,0679,0946,,2025-06-24 18:48:00
"<a href=""CME0115/CME.html"" target=""_blank"" >0115</a>",2025/06/24 16:24,01,110,026,0515,0117,0339,0679,,2025-06-24 16:24:00
"<a href=""CME0114/CME.html"" target=""_blank"" >0114</a>",2025/06/24 13:25,02,259,012,1280,0050,1225,1359,,2025-06-24 13:25:00
"<a href=""CME0113/CME.html"" target=""_blank"" >0113</a>",2025/06/24 09:00,01,259,012,0854,0087,0744,1008,,2025-06-24 09:00:00
"<a href=""CME0112/CME.html"" target=""_blank"" >0112</a>",2025/06/24 07:24,01,263,016,0919,0007,0905,0919,,2025-06-24 07:24:00
"<a href=""CME0111/CME.html"" target=""_blank"" >0111</a>",2025/06/23 08:12,01,268,010,0343,0352,0233,0947,,2025-06-23 08:12:00
"<a href=""CME0110/CME.html"" target=""_blank"" >0110</a>",2025/06/23 00:24,03,305,032,0245,0055,0175,0347,,2025-06-23 00:24:00
"<a href=""CME0109/CME.html"" target=""_blank"" >0109</a>",2025/06/22 18:00,01,263,008,0992,0115,0819,1157,,2025-06-22 18:00:00
"<a href=""CME0108/CME.html"" target=""_blank"" >0108</a>",2025/06/22 13:48,02,319,064,0373,0187,0174,0822,,2025-06-22 13:48:00
"<a href=""CME0107/CME.html"" target=""_blank"" >0107</a>",2025/06/22 12:00,01,259,008,0558,0160,0411,0844,,2025-06-22 12:00:00
"<a href=""CME0106/CME.html"" target=""_blank"" >0106</a>",2025/06/21 11:12,06,039,060,0145,0044,0100,0256,,2025-06-21 11:12:00
"<a href=""CME0105/CME.html"" target=""_blank"" >0105</a>",2025/06/20 23:48,01,358,034,0214,0066,0194,0339,,2025-06-20 23:48:00
"<a href=""CME0104/CME.html"" target=""_blank"" >0104</a>",2025/06/20 23:12,03,347,048,0221,0059,0168,0351,,2025-06-20 23:12:00
"<a href=""CME0103/CME.html"" target=""_blank"" >0103</a>",2025/06/20 17:24,03,100,050,0466,0150,0300,0868,,2025-06-20 17:24:00
"<a href=""CME0102/CME.html"" target=""_blank"" >0102</a>",2025/06/20 15:48,00,117,012,0703,0104,0548,0868,,2025-06-20 15:48:00
"<a href=""CME0101/CME.html"" target=""_blank"" >0101</a>",2025/06/20 07:36,01,062,014,0941,0327,0416,1488,,2025-06-20 07:36:00
"<a href=""CME0100/CME.html"" target=""_blank"" >0100</a>",2025/06/20 02:24,02,117,012,0800,0282,0466,1201,,2025-06-20 02:24:00
"<a href=""CME0099/CME.html"" target=""_blank"" >0099</a>",2025/06/20 01:36,05,270,026,0713,0305,0309,1488,,2025-06-20 01:36:00
"<a href=""CME0098/CME.html"" target=""_blank"" >0098</a>",2025/06/20 01:36,01,285,008,1041,0278,0529,1276,,2025-06-20 01:36:00
"<a href=""CME0097/CME.html"" target=""_blank"" >0097</a>",2025/06/20 00:00,01,346,010,0495,0212,0206,0762,,2025-06-20 00:00:00
"<a href=""CME0096/CME.html"" target=""_blank"" >0096</a>",2025/06/19 22:12,00,248,010,0568,0111,0361,0671,,2025-06-19 22:12:00
"<a href=""CME0095/CME.html"" target=""_blank"" >0095</a>",2025/06/19 21:12,02,128,022,0416,0135,0260,0672,,2025-06-19 21:12:00
"<a href=""CME0094/CME.html"" target=""_blank"" >0094</a>",2025/06/19 14:00,05,112,046,0488,0114,0293,0710,,2025-06-19 14:00:00
"<a href=""CME0093/CME.html"" target=""_blank"" >0093</a>",2025/06/19 02:36,01,235,036,0452,0059,0355,0521,,2025-06-19 02:36:00
"<a href=""CME0092/CME.html"" target=""_blank"" >0092</a>",2025/06/18 23:24,01,299,016,0422,0051,0332,0496,,2025-06-18 23:24:00
"<a href=""CME0091/CME.html"" target=""_blank"" >0091</a>",2025/06/18 19:36,01,353,008,0500,0244,0385,0976,,2025-06-18 19:36:00
"<a href=""CME0090/CME.html"" target=""_blank"" >0090</a>",2025/06/18 06:36,01,145,024,1866,0258,1250,1953,,2025-06-18 06:36:00
"<a href=""CME0089/CME.html"" target=""_blank"" >0089</a>",2025/06/18 06:36,01,010,030,1225,0708,0217,1953,,2025-06-18 06:36:00
"<a href=""CME0088/CME.html"" target=""_blank"" >0088</a>",2025/06/18 05:00,02,235,020,0469,0533,0188,1838,,2025-06-18 05:00:00
"<a href=""CME0087/CME.html"" target=""_blank"" >0087</a>",2025/06/18 05:00,03,271,128,0411,0184,0183,0892,II,2025-06-18 05:00:00
"<a href=""CME0086/CME.html"" target=""_blank"" >0086</a>",2025/06/17 23:12,02,277,068,0267,0095,0100,0473,,2025-06-17 23:12:00
"<a href=""CME0085/CME.html"" target=""_blank"" >0085</a>",2025/06/17 16:24,02,105,040,0427,0429,0180,1562,,2025-06-17 16:24:00
"<a href=""CME0084/CME.html"" target=""_blank"" >0084</a>",2025/06/17 14:24,01,268,018,0386,0078,0242,0529,,2025-06-17 14:24:00
"<a href=""CME0083/CME.html"" target=""_blank"" >0083</a>",2025/06/17 14:24,03,098,026,0257,0060,0147,0357,,2025-06-17 14:24:00
"<a href=""CME0082/CME.html"" target=""_blank"" >0082</a>",2025/06/17 09:12,03,101,052,0309,0287,0104,1008,,2025-06-17 09:12:00
"<a href=""CME0081/CME.html"" target=""_blank"" >0081</a>",2025/06/17 08:12,01,016,022,0679,0066,0589,0814,,2025-06-17 08:12:00
"<a href=""CME0080/CME.html"" target=""_blank"" >0080</a>",2025/06/17 07:00,03,094,058,0395,0589,0150,1736,,2025-06-17 07:00:00
"<a href=""CME0079/CME.html"" target=""_blank"" >0079</a>",2025/06/17 02:12,01,294,006,0959,0723,0218,1735,,2025-06-17 02:12:00
"<a href=""CME0078/CME.html"" target=""_blank"" >0078</a>",2025/06/17 00:48,05,077,128,0374,0271,0192,1116,II,2025-06-17 00:48:00
"<a href=""CME0077/CME.html"" target=""_blank"" >0077</a>",2025/06/16 19:48,01,308,010,0260,0024,0233,0302,,2025-06-16 19:48:00
"<a href=""CME0076/CME.html"" target=""_blank"" >0076</a>",2025/06/16 08:24,04,353,060,0710,0299,0113,1079,,2025-06-16 08:24:00
"<a href=""CME0075/CME.html"" target=""_blank"" >0075</a>",2025/06/16 07:24,03,316,074,0359,0078,0214,0558,,2025-06-16 07:24:00
"<a href=""CME0074/CME.html"" target=""_blank"" >0074</a>",2025/06/16 04:24,02,286,022,0150,0085,0112,0359,,2025-06-16 04:24:00
"<a href=""CME0073/CME.html"" target=""_blank"" >0073</a>",2025/06/16 04:00,01,008,006,0417,0254,0336,0919,,2025-06-16 04:00:00
"<a href=""CME0072/CME.html"" target=""_blank"" >0072</a>",2025/06/16 03:36,07,166,286,0833,0509,0170,1953,IV,2025-06-16 03:36:00
"<a href=""CME0071/CME.html"" target=""_blank"" >0071</a>",2025/06/15 19:24,06,174,282,1838,0182,1358,1953,IV,2025-06-15 19:24:00
"<a href=""CME0070/CME.html"" target=""_blank"" >0070</a>",2025/06/15 18:24,00,005,048,1024,0139,0726,1201,,2025-06-15 18:24:00
"<a href=""CME0069/CME.html"" target=""_blank"" >0069</a>",2025/06/15 17:48,01,020,006,0588,0148,0440,0822,,2025-06-15 17:48:00
"<a href=""CME0068/CME.html"" target=""_blank"" >0068</a>",2025/06/15 09:48,02,127,020,1157,0476,0538,1840,,2025-06-15 09:48:00
"<a href=""CME0067/CME.html"" target=""_blank"" >0067</a>",2025/06/15 08:48,01,322,022,0529,0122,0328,0710,,2025-06-15 08:48:00
"<a href=""CME0066/CME.html"" target=""_blank"" >0066</a>",2025/06/15 06:36,03,255,048,0140,0065,0101,0309,,2025-06-15 06:36:00
"<a href=""CME0065/CME.html"" target=""_blank"" >0065</a>",2025/06/15 06:36,02,256,082,0385,0091,0224,0625,,2025-06-15 06:36:00
"<a href=""CME0064/CME.html"" target=""_blank"" >0064</a>",2025/06/15 06:36,01,252,018,0172,0016,0142,0181,,2025-06-15 06:36:00
"<a href=""CME0063/CME.html"" target=""_blank"" >0063</a>",2025/06/15 04:24,01,002,038,0673,0212,0413,1095,,2025-06-15 04:24:00
"<a href=""CME0062/CME.html"" target=""_blank"" >0062</a>",2025/06/14 22:00,01,010,026,0488,0150,0312,0743,,2025-06-14 22:00:00
"<a href=""CME0061/CME.html"" target=""_blank"" >0061</a>",2025/06/14 15:00,01,003,016,0446,0265,0250,1008,,2025-06-14 15:00:00
"<a href=""CME0060/CME.html"" target=""_blank"" >0060</a>",2025/06/14 07:24,02,243,032,0163,0042,0123,0260,,2025-06-14 07:24:00
"<a href=""CME0059/CME.html"" target=""_blank"" >0059</a>",2025/06/14 03:24,02,240,050,0291,0039,0213,0372,,2025-06-14 03:24:00
"<a href=""CME0058/CME.html"" target=""_blank"" >0058</a>",2025/06/13 19:48,02,257,020,0844,0384,0520,1562,,2025-06-13 19:48:00
"<a href=""CME0057/CME.html"" target=""_blank"" >0057</a>",2025/06/13 16:36,02,018,022,0473,0154,0361,0844,,2025-06-13 16:36:00
"<a href=""CME0056/CME.html"" target=""_blank"" >0056</a>",2025/06/13 06:24,02,070,014,0512,0096,0400,0694,,2025-06-13 06:24:00
"<a href=""CME0055/CME.html"" target=""_blank"" >0055</a>",2025/06/13 05:24,08,315,052,0187,0089,0114,0405,,2025-06-13 05:24:00
"<a href=""CME0054/CME.html"" target=""_blank"" >0054</a>",2025/06/13 01:36,01,234,018,0242,0068,0165,0361,,2025-06-13 01:36:00
"<a href=""CME0053/CME.html"" target=""_blank"" >0053</a>",2025/06/12 19:12,10,056,046,0619,0243,0281,1040,,2025-06-12 19:12:00
"<a href=""CME0052/CME.html"" target=""_blank"" >0052</a>",2025/06/12 15:48,02,236,014,0593,0737,0188,1953,,2025-06-12 15:48:00
"<a href=""CME0051/CME.html"" target=""_blank"" >0051</a>",2025/06/12 11:36,01,262,026,0266,0028,0224,0318,,2025-06-12 11:36:00
"<a href=""CME0050/CME.html"" target=""_blank"" >0050</a>",2025/06/12 07:12,01,293,028,1183,0575,0128,1562,,2025-06-12 07:12:00
"<a href=""CME0049/CME.html"" target=""_blank"" >0049</a>",2025/06/12 07:12,03,232,038,1358,0492,0492,1644,,2025-06-12 07:12:00
"<a href=""CME0048/CME.html"" target=""_blank"" >0048</a>",2025/06/12 06:36,03,139,068,1076,0339,0462,1644,,2025-06-12 06:36:00
"<a href=""CME0047/CME.html"" target=""_blank"" >0047</a>",2025/06/12 06:24,01,355,008,0976,0425,0294,1420,,2025-06-12 06:24:00
"<a href=""CME0046/CME.html"" target=""_blank"" >0046</a>",2025/06/12 06:24,02,352,022,0710,0135,0422,0892,,2025-06-12 06:24:00
"<a href=""CME0045/CME.html"" target=""_blank"" >0045</a>",2025/06/12 05:12,01,004,010,0223,0082,0206,0395,,2025-06-12 05:12:00
"<a href=""CME0044/CME.html"" target=""_blank"" >0044</a>",2025/06/12 05:12,03,083,020,0251,0079,0159,0372,,2025-06-12 05:12:00
"<a href=""CME0043/CME.html"" target=""_blank"" >0043</a>",2025/06/12 01:36,04,247,024,0457,0074,0339,0601,,2025-06-12 01:36:00
"<a href=""CME0042/CME.html"" target=""_blank"" >0042</a>",2025/06/11 23:24,06,072,138,0135,0859,0105,1953,II,2025-06-11 23:24:00
"<a href=""CME0041/CME.html"" target=""_blank"" >0041</a>",2025/06/11 22:00,02,267,140,0844,0529,0248,1953,II,2025-06-11 22:00:00
"<a href=""CME0040/CME.html"" target=""_blank"" >0040</a>",2025/06/11 18:36,03,083,020,0844,0492,0606,1838,,2025-06-11 18:36:00
"<a href=""CME0039/CME.html"" target=""_blank"" >0039</a>",2025/06/11 18:13,02,231,040,0294,0239,0134,0822,,2025-06-11 18:13:00
"<a href=""CME0038/CME.html"" target=""_blank"" >0038</a>",2025/06/11 15:24,01,070,014,0651,0405,0260,1358,,2025-06-11 15:24:00
"<a href=""CME0037/CME.html"" target=""_blank"" >0037</a>",2025/06/11 14:24,01,059,016,1250,0389,0376,1562,,2025-06-11 14:24:00
"<a href=""CME0036/CME.html"" target=""_blank"" >0036</a>",2025/06/11 11:12,02,071,008,0222,0192,0106,0558,,2025-06-11 11:12:00
"<a href=""CME0035/CME.html"" target=""_blank"" >0035</a>",2025/06/11 06:36,02,260,030,0268,0436,0177,1358,,2025-06-11 06:36:00
"<a href=""CME0034/CME.html"" target=""_blank"" >0034</a>",2025/06/11 03:36,02,063,016,0393,0023,0351,0433,,2025-06-11 03:36:00
"<a href=""CME0033/CME.html"" target=""_blank"" >0033</a>",2025/06/11 02:24,01,263,008,0347,0030,0294,0359,,2025-06-11 02:24:00
"<a href=""CME0032/CME.html"" target=""_blank"" >0032</a>",2025/06/10 19:00,01,055,020,0942,0224,0762,1420,,2025-06-10 19:00:00
"<a href=""CME0031/CME.html"" target=""_blank"" >0031</a>",2025/06/10 18:36,02,096,010,0726,0115,0508,0844,,2025-06-10 18:36:00
"<a href=""CME0030/CME.html"" target=""_blank"" >0030</a>",2025/06/10 16:48,01,055,020,0961,0182,0657,1225,,2025-06-10 16:48:00
"<a href=""CME0029/CME.html"" target=""_blank"" >0029</a>",2025/06/10 15:12,01,047,020,1302,0325,0868,1838,,2025-06-10 15:12:00
"<a href=""CME0028/CME.html"" target=""_blank"" >0028</a>",2025/06/10 12:00,01,054,018,0967,0268,0672,1562,,2025-06-10 12:00:00
"<a href=""CME0027/CME.html"" target=""_blank"" >0027</a>",2025/06/10 04:00,09,061,076,0343,0300,0106,1202,,2025-06-10 04:00:00
"<a href=""CME0026/CME.html"" target=""_blank"" >0026</a>",2025/06/10 01:36,01,241,008,0252,0019,0229,0284,,2025-06-10 01:36:00
"<a href=""CME0025/CME.html"" target=""_blank"" >0025</a>",2025/06/09 21:00,03,060,026,0801,0142,0525,1041,,2025-06-09 21:00:00
"<a href=""CME0024/CME.html"" target=""_blank"" >0024</a>",2025/06/09 20:24,01,257,048,0315,0047,0194,0405,,2025-06-09 20:24:00
"<a href=""CME0023/CME.html"" target=""_blank"" >0023</a>",2025/06/09 20:12,02,257,020,0264,0029,0260,0336,,2025-06-09 20:12:00
"<a href=""CME0022/CME.html"" target=""_blank"" >0022</a>",2025/06/09 15:12,02,054,034,1159,0439,0244,1689,,2025-06-09 15:12:00
"<a href=""CME0021/CME.html"" target=""_blank"" >0021</a>",2025/06/09 11:00,01,055,012,1562,0382,0869,1960,,2025-06-09 11:00:00
"<a href=""CME0020/CME.html"" target=""_blank"" >0020</a>",2025/06/09 08:48,00,029,016,1294,0157,1024,1488,,2025-06-09 08:48:00
"<a href=""CME0019/CME.html"" target=""_blank"" >0019</a>",2025/06/08 22:12,03,264,038,0272,0097,0208,0543,,2025-06-08 22:12:00
"<a href=""CME0018/CME.html"" target=""_blank"" >0018</a>",2025/06/08 21:36,01,055,020,0782,0075,0664,0919,,2025-06-08 21:36:00
"<a href=""CME0017/CME.html"" target=""_blank"" >0017</a>",2025/06/08 11:36,09,107,124,0315,0359,0236,1249,II,2025-06-08 11:36:00
"<a href=""CME0016/CME.html"" target=""_blank"" >0016</a>",2025/06/08 08:00,11,276,226,0980,0522,0129,1953,III,2025-06-08 08:00:00
"<a href=""CME0015/CME.html"" target=""_blank"" >0015</a>",2025/06/08 05:36,01,077,008,0154,0013,0137,0169,,2025-06-08 05:36:00
"<a href=""CME0014/CME.html"" target=""_blank"" >0014</a>",2025/06/08 04:00,03,049,056,0149,0028,0106,0199,,2025-06-08 04:00:00
"<a href=""CME0013/CME.html"" target=""_blank"" >0013</a>",2025/06/06 11:24,01,009,016,0496,0026,0452,0525,,2025-06-06 11:24:00
"<a href=""CME0012/CME.html"" target=""_blank"" >0012</a>",2025/06/06 11:12,01,098,010,0690,0365,0363,1420,,2025-06-06 11:12:00
"<a href=""CME0011/CME.html"" target=""_blank"" >0011</a>",2025/06/06 11:12,01,066,066,0520,0167,0179,0710,,2025-06-06 11:12:00
"<a href=""CME0010/CME.html"" target=""_blank"" >0010</a>",2025/06/05 21:29,01,155,016,0883,0405,0440,1588,,2025-06-05 21:29:00
"<a href=""CME0009/CME.html"" target=""_blank"" >0009</a>",2025/06/05 08:12,03,032,046,1302,0134,1116,1524,,2025-06-05 08:12:00
"<a href=""CME0008/CME.html"" target=""_blank"" >0008</a>",2025/06/05 03:24,01,092,010,0232,0052,0176,0322,,2025-06-05 03:24:00
"<a href=""CME0007/CME.html"" target=""_blank"" >0007</a>",2025/06/04 18:48,01,054,014,0229,0073,0205,0405,,2025-06-04 18:48:00
"<a href=""CME0006/CME.html"" target=""_blank"" >0006</a>",2025/06/03 07:48,03,052,094,0182,0025,0124,0231,II,2025-06-03 07:48:00
"<a href=""CME0005/CME.html"" target=""_blank"" >0005</a>",2025/06/02 13:36,01,230,010,1133,0443,0395,1562,,2025-06-02 13:36:00
"<a href=""CME0004/CME.html"" target=""_blank"" >0004</a>",2025/06/02 13:25,07,353,056,0220,0050,0127,0328,,2025-06-02 13:25:00
"<a href=""CME0003/CME.html"" target=""_blank"" >0003</a>",2025/06/02 07:24,02,308,054,0414,0113,0152,0589,,2025-06-02 07:24:00
"<a href=""CME0002/CME.html"" target=""_blank"" >0002</a>",2025/06/01 21:24,02,084,026,0241,0066,0175,0422,,2025-06-01 21:24:00
"<a href=""CME0001/CME.html"" target=""_blank"" >0001</a>",2025/06/01 00:36,01,084,006,0187,0042,0163,0267,,2025-06-01 00:36:00
"<a href=""Flow0022/CME.html"" target=""_blank"" >0022</a>",2025/06/23 08:12,01,267,008,0801,0000,0801,0801,,2025-06-23 08:12:00
"<a href=""Flow0021/CME.html"" target=""_blank"" >0021</a>",2025/06/19 18:00,02,115,016,0310,0064,0186,0395,,2025-06-19 18:00:00
"<a href=""Flow0020/CME.html"" target=""_blank"" >0020</a>",2025/06/19 05:12,00,305,008,0254,0016,0227,0262,,2025-06-19 05:12:00
"<a href=""Flow0019/CME.html"" target=""_blank"" >0019</a>",2025/06/17 18:24,01,075,008,0226,0004,0218,0228,,2025-06-17 18:24:00
"<a href=""Flow0018/CME.html"" target=""_blank"" >0018</a>",2025/06/16 17:24,01,117,012,0197,0029,0167,0248,,2025-06-16 17:24:00
"<a href=""Flow0017/CME.html"" target=""_blank"" >0017</a>",2025/06/16 16:00,01,349,016,0239,0000,0239,0239,,2025-06-16 16:00:00
"<a href=""Flow0016/CME.html"" target=""_blank"" >0016</a>",2025/06/16 04:48,00,080,018,1644,0000,1644,1644,,2025-06-16 04:48:00
"<a href=""Flow0015/CME.html"" target=""_blank"" >0015</a>",2025/06/15 16:36,01,280,018,0124,0061,0100,0256,,2025-06-15 16:36:00
"<a href=""Flow0014/CME.html"" target=""_blank"" >0014</a>",2025/06/15 04:12,01,252,054,0246,0018,0206,0281,,2025-06-15 04:12:00
"<a href=""Flow0013/CME.html"" target=""_blank"" >0013</a>",2025/06/14 02:24,01,010,006,0241,0086,0191,0405,,2025-06-14 02:24:00
"<a href=""Flow0012/CME.html"" target=""_blank"" >0012</a>",2025/06/12 12:00,03,226,034,0398,0121,0220,0612,,2025-06-12 12:00:00
"<a href=""Flow0011/CME.html"" target=""_blank"" >0011</a>",2025/06/12 09:48,01,236,010,1323,0664,0106,1644,,2025-06-12 09:48:00
"<a href=""Flow0010/CME.html"" target=""_blank"" >0010</a>",2025/06/11 20:12,01,239,008,0176,0105,0154,0385,,2025-06-11 20:12:00
"<a href=""Flow0009/CME.html"" target=""_blank"" >0009</a>",2025/06/09 01:48,01,121,008,0175,0017,0164,0206,,2025-06-09 01:48:00
"<a href=""Flow0008/CME.html"" target=""_blank"" >0008</a>",2025/06/08 23:48,01,097,024,0241,0059,0118,0322,,2025-06-08 23:48:00
"<a href=""Flow0007/CME.html"" target=""_blank"" >0007</a>",2025/06/08 21:48,01,189,008,0149,0018,0133,0181,,2025-06-08 21:48:00
"<a href=""Flow0006/CME.html"" target=""_blank"" >0006</a>",2025/06/08 18:48,03,194,022,0284,0560,0126,1358,,2025-06-08 18:48:00
"<a href=""Flow0005/CME.html"" target=""_blank"" >0005</a>",2025/06/08 17:12,01,258,006,1953,0000,1953,1953,,2025-06-08 17:12:00
"<a href=""Flow0004/CME.html"" target=""_blank"" >0004</a>",2025/06/08 12:48,01,188,006,0372,0047,0325,0441,,2025-06-08 12:48:00
"<a href=""Flow0003/CME.html"" target=""_blank"" >0003</a>",2025/06/05 06:48,01,022,018,0411,0090,0211,0437,,2025-06-05 06:48:00
"<a href=""Flow0002/CME.html"" target=""_blank"" >0002</a>",2025/06/03 07:54,01,027,016,0167,0017,0133,0196,,2025-06-03 07:54:00
"<a href=""Flow0001/CME.html"" target=""_blank"" >0001</a>",2025/06/03 02:48,02,036,006,0113,0003,0107,0113,,2025-06-03 02:48:00
